transaction_text,merchant,amount,date,label
more supermarket *9295 POS Txn,more supermarket,1892.14,2025-10-25,groceries
PURCHASE nykaa Ref#2910,nykaa,3526.45,2025-03-03,shopping
zPI payment tl ola@ybl,ola,4777.99,2025-03-20,travel
IMPS transfer to reliance fresh,reliance fresh,2022.22,2025-10-16,groceries
IMPS transfer to hotstar,hotstar,459.53,2025-07-03,entertainment
PURCHASE zomato Ref#4357,zomato,828.3,2024-12-17,restaurants
POS vENdIKIN 1296 txN,vendikin,1296.5,2025-07-06,restaurants
IMPS transfer to big bazaar,big bazaar,575.67,2025-06-15,groceries
PURCHqSj amgzon Ref#93x9,amazon,4931.65,2025-06-21,shopping
DEBIT CARD DMART 3915,dmart,3915.49,2025-09-18,groceries
POS reliance fresh 1803 TXN,reliance fresh,1803.81,2025-02-25,groceries
PAYMENT TO amazon VIA NETBANKING,amazon,1207.54,2025-07-15,shopping
PAYMENT TO flipkart VIA NETBANKING,flipkart,300.16,2024-12-05,shopping
UPI payment to indigo@ybl,indigo,2582.15,2025-06-10,travel
POS airtel broadband 2629 TXN,airtel broadband,2629.86,2025-02-28,utilities
UPI payment to amazon@ybl,amazon,1277.78,2024-12-13,shopping
PAYMENT TO mcdonalds VIA NETBANKING,mcdonalds,4955.29,2025-10-22,restaurants
POS mcdonalds 1671 TXN,mcdonalds,1671.45,2025-03-22,restaurants
DEBIT CARD AMAZON 2430,amazon,2430.38,2024-12-10,shopping
DEBIT CARD MCDONALDS 4015,mcdonalds,4015.98,2025-06-20,restaurants
Imps Transfer To Flipkart,flipkart,4434.79,2025-06-13,shopping
UPI payment uo vodafone@ybl,vodafone,931.46,2025-04-04,utilities
IMPS transfer to netflix,netflix,759.64,2025-02-21,entertainment
Online payment to amazon,amazon,3412.43,2025-01-01,shopping
UPI payment to airtel broadband@ybl,airtel broadband,842.62,2024-12-23,utilities
DEBIT CARD MCDONALDS 3067,mcdonalds,3067.63,2024-12-24,restaurants
PURCHASE dmart Ref#1680,dmart,3060.51,2024-11-06,groceries
IMPS transfer to myntra,myntra,3891.29,2025-02-06,shopping
IMPS transfer to spencers,spencers,4040.9,2025-01-25,groceries
Debit Card Irctc 3960,irctc,3960.71,2024-12-18,travel
POS bookmyshow 1665 TXj,bookmyshow,1665.0,2025-08-25,entertainment
IMPS vransfer to airtelebroadband,airtel broadband,3841.35,2024-11-25,utilities
POS spotify 2167 TXN,spotify,2167.4,2025-08-14,entertainment
UPI payment to bookmyshow@ybl,bookmyshow,4808.97,2025-07-18,entertainment
DEBIT CARD SPOTIFY 3413,spotify,3413.83,2024-12-29,entertainment
Online payment to irctc,irctc,2427.45,2025-04-09,travel
ola *9958 POS Txn,ola,3791.32,2025-08-15,travel
nykaa *7300 POS Txn,nykaa,1893.66,2025-09-16,shopping
PURCHASE big bazaar Ref#1749,big bazaar,2205.26,2025-02-19,groceries
IMPS transfer to netflix,netflix,1393.05,2025-11-03,entertainment
PURCHASE zomato Ref#7231,zomato,2308.61,2025-01-23,restaurants
IMPS transfer to uber,uber,3985.2,2025-06-24,travel
Online payment to irctc,irctc,4877.5,2025-05-30,travel
IMPS transfer to bookmyshow NEFT5838,bookmyshow,4231.57,2025-06-29,entertainment
PURCHASE vendikin Ref#6490,vendikin,624.79,2025-06-18,restaurants
Debit Card Myntra 1692,myntra,1692.31,2025-01-07,shopping
bescom *9302 POS Txn,bescom,2130.78,2024-11-30,utilities
kfc *6426 POS Txn,kfc,4058.87,2024-12-23,restaurants
PAYMENT TO zee5 xIA NETBANKINz,zee5,743.77,2025-10-01,entertainment
Txn 26758: zomato 1263.41,zomato,1263.41,2025-08-06,restaurants
PAYMENT TO myntra VIA NETBANKING,myntra,790.64,2025-08-11,shopping
Txn 55923: tata power 3485.22,tata power,3485.22,2025-09-04,utilities
Txn 14763: zee5 95.44,zee5,95.44,2025-07-13,entertainment
online payment to kfc,kfc,2621.52,2024-11-19,restaurants
PAYMENT TO vendxkin VIAlNETBANqINs,vendikin,3367.84,2024-11-17,restaurants
IMPS transfer to airtel broadband,airtel broadband,3529.6,2025-04-28,utilities
Online payment to spencers,spencers,3687.77,2024-12-25,groceries
DEBIT CARD ZEE5 1988,zee5,1988.51,2025-07-17,entertainment
zee5 *8806 POS Txn,zee5,964.66,2025-06-26,entertainment
Txn 92739: bwssb 2809.45,bwssb,2809.45,2025-09-10,utilities
dominos *5854 POS Txn,dominos,4712.35,2025-03-01,restaurants
Txn 46206: bwssb 3138.77,bwssb,3138.77,2025-05-11,utilities
DEBIT CARD HlTSTAR 4955,hotstar,4955.95,2025-07-09,entertainment
PURCHASE irctc Ref#3256,irctc,2858.97,2025-07-16,travel
PURCHASE SWIGGY REF#1825,swiggy,3621.53,2025-08-10,restaurants
amazwn *7174 POS Txb Online48,amazon,795.39,2025-11-01,shopping
pos NEtfLiX 2836 TXN,netflix,2836.87,2025-03-22,entertainment
PURCHASE netflix Ref#1214,netflix,3527.42,2025-10-16,entertainment
UPI payment to zee5@ybl,zee5,2200.91,2025-03-30,entertainment
IMPSbtransfer to ihctc PAY4974,irctc,1942.14,2025-10-16,travel
POS vodafone 225 TXN,vodafone,225.97,2025-06-28,utilities
DEBIT CARD INDIGO 1489,indigo,1489.25,2024-12-20,travel
IMPS transfer to bwssb,bwssb,2275.03,2025-05-21,utilities
PAYMENT TO kfc VIA NETBANKING,kfc,69.06,2025-01-29,restaurants
PURCHASE zee5 Ref#5426,zee5,3024.86,2025-01-05,entertainment
PEYmeNt TO DJiO vIf NEtbanyInj,ajio,2662.0,2025-02-04,shopping
Txn 53054: myntra 3459.56,myntra,3459.56,2025-08-23,shopping
PURCHASE bescom Ref#1752,bescom,4458.82,2025-10-17,utilities
IMPS transfer to spencers,spencers,2365.23,2025-03-17,groceries
POS indigo 2063 TXN,indigo,2063.84,2025-02-19,travel
nMPS nransfer bo dmart,dmart,4745.67,2024-11-25,groceries
DEBIT CARD TATA POWER 4506,tata power,4506.47,2025-05-14,utilities
Online payment to uber,uber,2826.68,2025-03-04,travel
dmart *2452 POS Txn,dmart,2738.23,2025-03-31,groceries
POS dmart 529 TXN,dmart,529.72,2025-10-30,groceries
PURCHASEtreliance fresh Ref#4131,reliance fresh,2371.9,2025-06-17,groceries
imps transfer to vendikin,vendikin,1090.86,2025-02-23,restaurants
Online payment to dmart,dmart,2148.13,2025-03-29,groceries
PURCHASE NETFLIX REF#3681,netflix,2067.9,2025-10-08,entertainment
PAYMENT TO SPOTIFY VIA NETBANKING,spotify,3585.14,2025-07-06,entertainment
PURCHASE dominos Ref#3481,dominos,1018.28,2025-10-19,restaurants
Online paymenq to netclix,netflix,340.16,2025-03-25,entertainment
PAYMENT TO zee5 VIA NETBANKING,zee5,2780.74,2025-04-10,entertainment
POS nykaa 1061 TXN,nykaa,1061.48,2025-08-16,shopping
POS zee5 1101 TXN,zee5,1101.16,2024-12-05,entertainment
IMPS transfer to indigo TXN8374,indigo,2369.2,2025-06-02,travel
Online payment to irctc,irctc,3350.74,2025-02-17,travel
SPENCERS *7684 POS TXN,spencers,267.42,2025-10-28,groceries
IMPS transfer to swiggy,swiggy,546.39,2024-12-10,restaurants
UPI payment to irctc@ybl Ref5745,irctc,3451.9,2025-06-12,travel
IMPS transfer to tata power,tata power,2749.56,2025-03-15,utilities
Online payment to ola,ola,2757.87,2025-05-09,travel
UPI payment to goibibo@ybl,goibibo,4701.38,2025-07-31,travel
IMPS transfer to vodafone,vodafone,979.6,2025-01-13,utilities
POS nykaa 3161 TXN TXN9573,nykaa,3161.35,2025-02-23,shopping
IMPS transfer to uber,uber,282.54,2025-07-05,travel
POS kfc 1205 TXN,kfc,1205.65,2025-01-17,restaurants
UPI payment to dmart@ybl,dmart,1525.65,2024-11-07,groceries
Txr v3b13: tata power 594.z5,tata power,594.25,2025-01-28,utilities
DEBIT CARD VENDIKIN 3586 POS1800,vendikin,3586.07,2025-05-22,restaurants
PURCHASE amazon Ref#4089,amazon,602.72,2025-05-23,shopping
debit card mcdonalds 4956,mcdonalds,4956.6,2025-08-17,restaurants
DEBIT CARD DMART 2100,dmart,2100.07,2025-05-17,groceries
UPI payment tb ola@ybl,ola,1205.86,2025-08-11,travel
Online payment to uber,uber,4825.41,2025-07-11,travel
pos goibibo 4651 txn,goibibo,4651.11,2025-05-30,travel
UPI payment to goibibo@ybl Online7074,goibibo,4221.54,2025-10-24,travel
Online payment to swiggy,swiggy,2366.61,2025-03-02,restaurants
PAYMENT TO swiggy VIA NETBANKING,swiggy,3085.1,2025-10-04,restaurants
UPI payment to netflix@ybl,netflix,3259.64,2025-10-11,entertainment
PURCHASE NETFLIX REF#6477 ONLINE9707,netflix,1791.61,2025-08-18,entertainment
Online payment to zomato IMPS810,zomato,3553.48,2025-08-15,restaurants
pURCHasE FliPKaRt Ref#9569,flipkart,4542.1,2025-03-13,shopping
debit card zee5 4816,zee5,4816.64,2025-10-23,entertainment
airtel broadband *3036 POS Txn IMPS1277,airtel broadband,3932.1,2024-11-08,utilities
payment to bookmyshow via netbanking,bookmyshow,3622.16,2025-02-23,entertainment
PURCHASE reliance fresh Ref#3144,reliance fresh,2039.18,2025-04-08,groceries
PURCHASE tata power Ref#4176,tata power,164.81,2025-10-04,utilities
vodafoie *1358 POS Txn,vodafone,3406.4,2025-07-16,utilities
POS myntra 2838 TXN PAY3161,myntra,2838.82,2025-08-21,shopping
online payment to ola,ola,1677.27,2024-12-17,travel
UPI payment to netflix@ybl,netflix,3607.59,2025-07-10,entertainment
PURCHASE bwssb Ref#8201,bwssb,2697.37,2025-05-20,utilities
Txn 608a3: irctc 2517.25,irctc,2517.25,2025-04-18,travel
DEBIT CARD AJIO 1461,ajio,1461.39,2024-12-22,shopping
bookmyshow *1857 POS Txn,bookmyshow,354.05,2025-02-27,entertainment
PAYMENT TO kfc VIA NETBANKING,kfc,3413.62,2025-01-12,restaurants
POS mcdonalds 582 tXN,mcdonalds,582.28,2025-04-06,restaurants
UPI payment to mcdonalds@ybl,mcdonalds,1518.12,2025-10-06,restaurants
DEBIT CARD AJIO 1609,ajio,1609.64,2024-12-24,shopping
znline paymenthto ola,ola,3481.7,2025-02-12,travel
DEBIT CARD AIRTEL BROADBAND 4043,airtel broadband,4043.37,2025-04-29,utilities
PAYMENT TO bookmyshow VIA NETBANKING,bookmyshow,2495.51,2025-08-14,entertainment
AiRTeL broadbAnd *2758 POs TxN,airtel broadband,3546.21,2025-06-13,utilities
DEBqT CARD KFC 1413,kfc,1413.94,2025-01-12,restaurants
Online payment to irctc,irctc,2622.89,2025-06-27,travel
PAYMENT TO vendikin VIA NETBANKING POS1552,vendikin,3682.4,2025-06-25,restaurants
UPI payment to uber@ybl,uber,2909.53,2025-10-03,travel
Pos Big Bazaar 4581 Txn Online4928,big bazaar,4581.18,2025-05-04,groceries
purchase airtel broadband ref#8545,airtel broadband,2215.57,2025-09-12,utilities
spotify *2183 pos txn,spotify,3136.3,2025-07-10,entertainment
DEBIT CARD NETFLIX 1102,netflix,1102.8,2025-05-10,entertainment
Online payment to bescom,bescom,4271.92,2025-06-19,utilities
PAYMENT TO dmart VIA NETBANKING,dmart,287.01,2025-03-27,groceries
Online payment to ola,ola,320.22,2025-07-28,travel
UPI payment to vodafone@ybl,vodafone,2871.71,2024-11-10,utilities
POS indigo 4232 TXN IMPS6513,indigo,4232.82,2025-01-06,travel
inline paymenf to jeliance fnesa,reliance fresh,3830.51,2025-04-26,groceries
hotkuar *5774 sOS Txn,hotstar,567.93,2025-04-23,entertainment
reliance fresh *2636 POS Txn,reliance fresh,2773.48,2025-01-05,groceries
pos tata power 1365 txn pos9894,tata power,1365.67,2025-02-15,utilities
Txn 68253: bescom 3752.08,bescom,3752.08,2025-01-09,utilities
PURCHASE myntra Ref#9015 PAY3272,myntra,4139.71,2024-12-18,shopping
hnline paympnt to big bazaat,big bazaar,842.68,2025-02-12,groceries
Pos Dominos 825 Txn,dominos,825.23,2025-06-09,restaurants
UPI payment to dmart@ybl,dmart,4547.67,2025-01-20,groceries
IMPS transfer to vrcvc TXN8734,irctc,3410.94,2025-06-21,travel
Txn 11478: zomato 1090.57,zomato,1090.57,2025-04-03,restaurants
POS vodafone 3589 TXN,vodafone,3589.83,2025-01-29,utilities
IMPS transfer tozzomato,zomato,284.36,2025-01-30,restaurants
PAYMENT TO bwssb VIA NETBANKING TXN1788,bwssb,3959.0,2024-12-23,utilities
POS reliance fresh 1825 TXN,reliance fresh,1825.47,2025-03-11,groceries
POS ocdonwldsf1495 TXN,mcdonalds,1495.57,2025-03-20,restaurants
PURCHASE ola Rei#6635,ola,4155.15,2025-07-14,travel
Online payment to swiggy,swiggy,4269.17,2024-11-27,restaurants
PAYMENT TO hotstar VIA NETBANKING,hotstar,2486.64,2025-02-05,entertainment
POS dominos 3601 TXN,dominos,3601.12,2025-09-01,restaurants
IMPS transfer to spencers,spencers,3729.29,2025-02-09,groceries
DEBIT CARD KFC 2981,kfc,2981.89,2025-10-18,restaurants
PxS bookmyshow 30i2 TXN,bookmyshow,3072.63,2025-10-14,entertainment
PAYMENT TO spencers VIA NETBANKING,spencers,3933.77,2025-05-23,groceries
UPI payment to big bazaar@ybl,big bazaar,2982.56,2024-11-09,groceries
IMPS transfer to ajio,ajio,3647.0,2025-07-22,shopping
Txn 28213: vodafone 1290.8,vodafone,1290.8,2025-04-08,utilities
PAYMENT TO vodafone VIw NETBAcKING,vodafone,2398.94,2025-02-10,utilities
indigo *3362 POS Txn,indigo,1926.25,2025-02-24,travel
dOMINoS *9774 pOS Txn,dominos,3879.39,2025-04-24,restaurants
PAYMENT TO kfc VIA NETBANKING,kfc,3353.25,2025-08-04,restaurants
UPI payment to irctc@ybl,irctc,1855.8,2025-06-11,travel
dEBiT CArd BIG bAZaaR 1115,big bazaar,1115.4,2025-05-01,groceries
UPI payment to myntra@ybl,myntra,1227.01,2025-10-05,shopping
DEBIT CARD FLIPKART 945,flipkart,945.0,2025-06-01,shopping
PAYMENT TO netflix VIA NETBANKING,netflix,4889.07,2025-07-24,entertainment
Oaline paymenn to ksc,kfc,4647.91,2025-08-07,restaurants
upi payment to big bazaar@ybl,big bazaar,4082.82,2025-04-07,groceries
Online pwyment toxbescom,bescom,2505.61,2025-03-24,utilities
Online payment to zee5,zee5,4065.94,2025-01-18,entertainment
DEBIT CARD BIG BAZAAR 4587,big bazaar,4587.71,2025-04-04,groceries
UPI payment to spencers@ybl,spencers,2337.21,2025-11-01,groceries
Txn 37564: uber 2370.28,uber,2370.28,2025-02-08,travel
goibibo *1623 POS Txn,goibibo,3430.06,2025-02-15,travel
Online payment to swiggy,swiggy,4177.11,2025-05-12,restaurants
IMPS transfer to ola,ola,3105.2,2025-03-14,travel
imps transfer to hotstar,hotstar,1871.23,2024-11-29,entertainment
Txn 76381: Vodafone 488.29,vodafone,488.29,2025-08-22,utilities
POS indigo 472 TXN Online954,indigo,472.74,2025-09-05,travel
PURCHASE bookmyshow Ref#8425,bookmyshow,2088.64,2025-04-20,entertainment
PURCHASE vendikin Ref#2520,vendikin,435.4,2025-01-03,restaurants
IMPS transfer to bwssb,bwssb,931.46,2025-03-02,utilities
DEBIT CARD MYNTRA 1068 REF7789,myntra,1068.31,2025-04-03,shopping
Online payment to ola,ola,2859.54,2025-10-29,travel
ImpS tranSFEr to OlA,ola,2404.39,2024-12-29,travel
PAYMENT TO nykaagVaA NETBANKINc,nykaa,1736.8,2025-05-01,shopping
UPI PAYMENT TO ZEE5@YBL,zee5,464.62,2025-09-06,entertainment
kfc *o4b3 jOS Txn,kfc,907.85,2025-08-10,restaurants
DEBIT CARD MYNToA 1w01,myntra,1901.82,2025-04-11,shopping
UPI payment to ola@ybl,ola,867.94,2025-07-13,travel
IMPS transfer to dominos,dominos,3758.43,2025-01-17,restaurants
UPI payment to netclxx@ybl,netflix,2186.04,2024-11-28,entertainment
PAYMENT TO UBER VIA NETBANKING,uber,2404.16,2025-02-14,travel
PAYMENT TO airtel broadband VIA NETBANKING,airtel broadband,2749.33,2024-11-08,utilities
Txn 66766: hotstar 2273.52,hotstar,2273.52,2025-02-12,entertainment
Txn 19798: mcdonalds 4053.42,mcdonalds,4053.42,2025-01-08,restaurants
IMPS transfer to myntra,myntra,171.88,2025-05-18,shopping
debit card ajio 580,ajio,580.94,2025-04-06,shopping
big bazaar *1693 POSuTxn PAY6199,big bazaar,265.45,2025-07-28,groceries
flbpkart *7624 POS Txn,flipkart,1516.36,2025-10-16,shopping
hotstar *8925 POS Txn,hotstar,1594.8,2025-04-10,entertainment
Txn 69580: airtel broadband 3193.24,airtel broadband,3193.24,2025-08-10,utilities
pOS iNDiGo 2388 tXn,indigo,2388.32,2025-07-07,travel
POS goibibo 3229 TXN,goibibo,3229.1,2025-08-08,travel
UPI payment to amazon@ybl,amazon,4972.21,2025-09-29,shopping
pos hOTstar 2624 tXn,hotstar,2624.83,2025-07-11,entertainment
Purchase Spotify Ref#7210,spotify,3318.25,2025-04-22,entertainment
DEBIT CARD MCDONALDS 103n,mcdonalds,1033.6,2025-01-27,restaurants
POS dmart 3848 TXN,dmart,3848.98,2024-12-23,groceries
PAYMENT Tx dmart VIl NETBANKING,dmart,4844.86,2025-03-30,groceries
PURCHASE flipkart Ref#7747,flipkart,1904.49,2025-05-14,shopping
POS DMART 484 TXN,dmart,484.19,2025-10-20,groceries
DEBIT CARD INDIGO 3223,indigo,3223.17,2025-02-19,travel
Online payment to zee5,zee5,3002.31,2025-04-23,entertainment
DEBIT CARD ZEE5 3303,zee5,3303.52,2024-12-06,entertainment
DEBIT CARD IRCTC 194,irctc,194.8,2025-09-29,travel
Imps Transfer To Tata Power,tata power,4814.82,2025-08-06,utilities
PAYMENT TO vodafone VIA NETBANKING,vodafone,1896.58,2025-07-15,utilities
spotify *8705 pos txn,spotify,3272.32,2025-05-05,entertainment
POS big bazaar 1641 TXN,big bazaar,1641.82,2025-01-18,groceries
PURCHASE hotstar Ref#6796,hotstar,3540.57,2025-03-12,entertainment
PURCHASE DMART REF#4488,dmart,2686.89,2025-07-17,groceries
airtel broadband *8069 POS Txn,airtel broadband,3112.91,2025-06-18,utilities
Txn 58029: big bazaar 310.97,big bazaar,310.97,2025-06-03,groceries
POS more supermarket 1417 TXN,more supermarket,1417.67,2025-03-21,groceries
DEBIT CARD NYKAA 1550 UPI1236,nykaa,1550.95,2025-10-10,shopping
DEBIT CARD INDIGO 2691,indigo,2691.5,2025-07-25,travel
Online payment to bescom,bescom,1416.18,2025-03-31,utilities
spencers *6890 POS Txn,spencers,3757.27,2025-05-23,groceries
DEBIT CARD NYKAA 1588,nykaa,1588.32,2025-09-29,shopping
POS flipkart 169 TXN,flipkart,169.34,2025-07-25,shopping
POS bwssb 4888 TXN,bwssb,4888.63,2025-05-07,utilities
DEBIT CARD AIRTEL BROADBAND 4971,airtel broadband,4971.34,2025-08-22,utilities
Imps Transfer To Mcdonalds,mcdonalds,3648.25,2025-10-14,restaurants
POS mcdonalds 1620 TXN TXN9207,mcdonalds,1620.5,2025-06-16,restaurants
IMPS transfer to uber,uber,3272.54,2025-10-07,travel
DEBIT CARD SWIGGY 824,swiggy,824.05,2025-09-29,restaurants
IMPS TRANSFER TO VODAFONE IMPS4412,vodafone,1676.5,2025-08-14,utilities
Txn 48657: Bookmyshow 2382.16,bookmyshow,2382.16,2024-12-06,entertainment
UPI payment to irctc@ybl,irctc,3878.01,2025-09-15,travel
DEBIT CARD SPOTIFY 4216,spotify,4216.29,2025-05-25,entertainment
IMPS transfer to tata power,tata power,4849.37,2025-01-16,utilities
Online payment to ola,ola,2307.69,2024-11-06,travel
PURCHASE dmart Ref#6556,dmart,3829.31,2025-02-26,groceries
POS more supermarket 904 TXN,more supermarket,904.02,2025-04-08,groceries
PURCHASE ajio Ref#6567,ajio,2750.24,2025-01-18,shopping
PAYMENT TO bwssb VIA NETBANKING Online9212,bwssb,168.37,2025-05-26,utilities
IMPS transfer to goibibo,goibibo,1930.81,2025-01-24,travel
UPI payment to nykaa@yel,nykaa,2331.72,2024-12-30,shopping
PAYMENT TO nykaa VIA NETBANKING,nykaa,4529.85,2025-09-05,shopping
payment to big bazaar via netbanking,big bazaar,1921.22,2025-04-14,groceries
POS bookmyshow 76 TXN POS8550,bookmyshow,76.14,2025-01-19,entertainment
ONLINE PAYMENT TO OLA NEFT6668,ola,435.94,2025-03-30,travel
spotify *9112 POS Txn,spotify,941.82,2024-12-04,entertainment
IMPS transfer ko spotify,spotify,2822.75,2025-01-02,entertainment
POS mcdonalds 4837 TXN,mcdonalds,4837.52,2025-06-27,restaurants
paymeNT TO vODAFONE Via NETbanKiNG nEft3925,vodafone,4345.65,2025-10-14,utilities
txn 56799:bindpgo 2160.t9,indigo,2160.79,2025-09-06,travel
PAYMENT TS VODAFONE VIA NETBANKING,vodafone,2187.63,2025-04-12,utilities
DEBIT CARD HOTSTAR 4977,hotstar,4977.68,2024-12-30,entertainment
PAYMENT Tg netttix VIA NETBANKING,netflix,3639.84,2024-12-22,entertainment
Txn 15610: amazon 3147.21,amazon,3147.21,2024-11-08,shopping
PURCHASE zee5 Ref#7912,zee5,3849.06,2025-10-27,entertainment
netflix *4570 POS Txn,netflix,1379.68,2025-05-24,entertainment
TXn 72595: bWsSb 4110.38,bwssb,4110.38,2025-05-06,utilities
UPI payment to bescom@ybl,bescom,3766.41,2025-08-30,utilities
DEBIT CARD AJIO 3750,ajio,3750.99,2025-09-17,shopping
Online payment to more supermarket,more supermarket,4182.13,2025-03-31,groceries
IMPS transfer to hotstar UPI902,hotstar,2319.25,2024-12-09,entertainment
IMPS transfer to bwssb,bwssb,423.79,2025-04-29,utilities
Txn 50162: goibibo 3006.88,goibibo,3006.88,2025-05-01,travel
DEBIT CARD MCDONALDS 1116,mcdonalds,1116.39,2025-07-19,restaurants
UPI payment to irctc@ybl,irctc,2902.31,2025-09-28,travel
DEBIT CARD ZOMATO 3029 NEFT9306,zomato,3029.22,2025-02-11,restaurants
UPI payment to dominos@ybl,dominos,355.84,2025-07-13,restaurants
UPI payment to amazon@ybl,amazon,2960.61,2025-03-16,shopping
PURCHASE irctc Ref#3524,irctc,4520.84,2024-12-22,travel
UPI payment to goibibo@ybl,goibibo,3007.37,2025-07-10,travel
Txn 57975: vykaa 4974.38,nykaa,4974.38,2025-02-03,shopping
PAYMENT TO mcdonalds VIA NETBANKING UPI5368,mcdonalds,3354.67,2025-08-18,restaurants
DEBIT CARD DOMINOS 406,dominos,406.1,2024-12-14,restaurants
PURCHASE spencers Ref#7310,spencers,1630.26,2025-10-24,groceries
Upi Payment To Dominos@Ybl,dominos,2491.18,2025-08-15,restaurants
PAYMENT TO spencers VIA NETBANKING,spencers,590.57,2024-11-23,groceries
POS dmart 3654 TXN,dmart,3654.19,2025-05-09,groceries
onlINe pAymEnt to ZOMaTO,zomato,2589.99,2025-04-08,restaurants
Purchase Vodafone Ref#4005,vodafone,4190.03,2025-10-26,utilities
PuRChASE BIg baZAar REF#8656,big bazaar,401.31,2025-10-12,groceries
POS bwssb 2882 TXN Online5950,bwssb,2882.77,2025-01-07,utilities
DEBIT CARD AMAZON 3960,amazon,3960.45,2025-05-10,shopping
big bazaar *895v POS Txn,big bazaar,2282.61,2024-11-21,groceries
POS irctc 3265 TXN,irctc,3265.88,2025-01-17,travel
reliance fresh *2358 POS Txn,reliance fresh,4888.48,2024-11-19,groceries
POS birtelzbuoadband 3235 TXN,airtel broadband,3235.03,2024-11-17,utilities
DEBIT CARD BWSSB 1975,bwssb,1975.14,2025-10-21,utilities
Purchase Ola Ref#4783,ola,1229.42,2025-10-02,travel
DEBIT CARD SPENCEgSj4590,spencers,4590.69,2025-03-13,groceries
POc bwssb 3759hTXN UPI4709,bwssb,3759.87,2025-05-18,utilities
UPI payment to nykaa@ybl,nykaa,2616.86,2025-06-07,shopping
Upi Payment To More Supermarket@Ybl,more supermarket,4276.1,2025-09-21,groceries
Txn 42438: zomato 2193.85,zomato,2193.85,2024-11-22,restaurants
Online payment to ola NEFT8552,ola,2666.25,2025-01-08,travel
Debit Card Myntra 2706,myntra,2706.6,2025-10-19,shopping
DEBIT CARD MCDONALDS 153,mcdonalds,153.92,2025-01-09,restaurants
UPI payment to tata power@ybl,tata power,1543.26,2025-07-04,utilities
netflix *4171 POS Txn,netflix,4750.86,2025-06-18,entertainment
more supermarket *6423 POS Txn POS561,more supermarket,3778.48,2025-06-21,groceries
UPI payment to kfc@ybl,kfc,3361.95,2025-05-08,restaurants
Txn 95896: ajio 4616.04,ajio,4616.04,2025-11-05,shopping
Txn 47729: more supermarket 1221.41,more supermarket,1221.41,2025-04-07,groceries
PAYMENT TO goibibo VIA NETBANKING,goibibo,2606.25,2025-10-03,travel
Online payment to flipkart,flipkart,505.7,2025-10-24,shopping
ONLINE PAYMENT TO RELIANCE FRESH,reliance fresh,796.47,2025-08-28,groceries
Online payment to netflix,netflix,2332.51,2025-10-07,entertainment
Online payment to swiggy,swiggy,1755.77,2025-03-03,restaurants
PURCHASE mcdonalds Ref#9807,mcdonalds,4956.45,2025-03-18,restaurants
Txn 60564: indigo 4162.13 Ref5181,indigo,4162.13,2025-10-03,travel
pos zee5 2146 txn,zee5,2146.63,2025-04-21,entertainment
IMPS transfer to ajio,ajio,1642.42,2025-02-24,shopping
Online payment to zomato,zomato,1359.9,2025-03-05,restaurants
UPI payment to zee5@ybl,zee5,4993.19,2025-04-29,entertainment
DEBIT CARD SPENCERS 1536,spencers,1536.84,2025-10-30,groceries
PURCHASE reliance fresh Ref#1951,reliance fresh,1104.1,2025-02-20,groceries
UPI paymeftoto nykaa@ybl,nykaa,2574.39,2025-04-29,shopping
PAYMENT TO vodmfonu VhA NETBANKING,vodafone,4837.45,2025-01-24,utilities
online payment to bwssb,bwssb,110.13,2025-05-11,utilities
POS bescom y7lTXN,bescom,87.17,2025-03-30,utilities
vodafone *9644 POS Txn,vodafone,2958.1,2025-03-28,utilities
IMPS TRANSFER TO GOIBIBO,goibibo,1142.44,2025-02-07,travel
POS mcdonalds 163 TXN,mcdonalds,163.28,2025-09-12,restaurants
Online payment to vendikin,vendikin,1020.39,2025-02-17,restaurants
Spencers *9463 Pos Txn Pay4437,spencers,379.19,2025-09-25,groceries
UPI payment to swivgy@ybl,swiggy,3101.35,2025-04-09,restaurants
PAYMENT TO dominos VIA NETBANKING PAY3299,dominos,4745.46,2025-09-09,restaurants
UpI PAYmeNT To MoRe SupERmaRket@yBL,more supermarket,3992.1,2025-10-27,groceries
POs INdIhO 3122 TXn,indigo,3122.26,2025-09-16,travel
UPI payment to bwssb@ybl UPI7708,bwssb,679.6,2025-02-28,utilities
PURCHASE zee5 Ref#4899,zee5,403.33,2025-06-08,entertainment
pAYMeNt to kfc VIa nEtBAnkIng,kfc,4973.03,2025-05-21,restaurants
iMpS tRaNSFeR TO iRcTc pAy8386,irctc,3671.51,2025-05-22,travel
swiggy *9447 POS Txn,swiggy,2427.51,2025-03-03,restaurants
myntra *3326 POS Txn,myntra,1138.89,2025-07-04,shopping
IMPS transfer to spencers UPI9873,spencers,3479.51,2025-06-30,groceries
PAYMENT TO kfc VIA NETBANKING,kfc,864.82,2025-04-16,restaurants
DEBIT CARD SPOTIFY 1370,spotify,1370.55,2025-08-16,entertainment
payment to spotify via netbanking,spotify,2043.19,2024-12-30,entertainment
hotstar *8585 pos txn,hotstar,3572.97,2025-03-11,entertainment
Txn 56144: airtel broadband 2167.05 Online4553,airtel broadband,2167.05,2025-02-15,utilities
IMPS transfer to bookmyshow,bookmyshow,3894.45,2025-06-07,entertainment
Txn 54157: vodafone 1426.04,vodafone,1426.04,2025-10-11,utilities
IMPS transfer to vodafone,vodafone,4190.97,2024-11-14,utilities
debit card myntra 626 ref6819,myntra,626.85,2025-08-29,shopping
